word;lemm;lemmed
принятому;принять;True
возникшее;возникнуть;True
послушным;послушный;True
подчиненным;подчинённый;True
теряют;терять;True
отцом;отец;True
действующим;действовать;True
отплатил;отплатить;True
восточным;восточный;True
реверансом;реверанс;True
внутриполитическое;внутриполитический;True
внешнеполитическую;внешнеполитический;True
вызывал;вызвать;True
острое;острый;True
аккорды;аккорд;True
гламурно;гламурный;True
хайпового;хайповой;True
наследия;наследие;True
точечным;точечный;True
методом;метод;True
избавляясь;избавить;True
удается;удаться;True
взаимовыгодное;взаимовыгодный;True
показан;показать;True
кыргызстану;кыргызстан;True
сохранять;сохранить;True
разлома;разлом;True
предыдущим;предыдущий;True
означают;означать;True
стане;стан;True
наполнен;наполнить;True
невысок;невысокий;True
цзиньпинем;цзиньпинь;True
взятые;взять;True
конструктивное;конструктивный;True
административными;административный;True
посидел;посидеть;True
хлебной;хлебный;True
уступи;уступить;True
другому;другой;True
стекляшки;стекляшка;True
калейдоскопе;калейдоскоп;True
чудеса;чудо;True
выживания;выживание;True
сохраняют;сохранить;True
парадокса;парадокс;True
жанра;жанр;True
должностях;должность;True
вписывались;вписать;True
впишутся;вписать;True
создателем;создатель;True
энциклопедии;энциклопедия;True
данияром;данияр;True
ашимбаевым;ашимбаев;True
ворчат;ворчать;True
засиделись;засидеться;True
чехарду;чехарда;True
постах;пост;True
счетного;счётный;True
предельные;предельный;True
соблюдаются;соблюсти;True
занимаемой;занять;True
положенного;положить;True
подтверждает;подтвердить;True
реорганизуются;реорганизовать;True
просуществовали;просуществовать;True
застраховано;застраховать;True
перетекают;перетечь;True
реорганизаций;реорганизация;True
ротаций;ротация;True
задавлено;задавить;True
корню;корень;True
дольше;долго;True
реже;редко;True
направленная;направить;True
прижилась;прижиться;True
несменяемыми;несменяемый;True
появлении;появление;True
сменяемости;сменяемость;True
просидят;просидеть;True
креслах;кресло;True
ограничиваясь;ограничить;True
наведением;наведение;True
кастрюльной;кастрюльный;True
позолоты;позолота;True
сказываются;сказаться;True
аппаратная;аппаратный;True
доверили;доверить;True
справился;справиться;True
отсиди;отсидеть;True
свидания;свидание;True
вспоминается;вспомнить;True
забавная;забавный;True
случившаяся;случиться;True
ставили;ставить;True
безупречной;безупречный;True
репутацией;репутация;True
умеющих;уметь;True
публике;публика;True
ориентирующихся;ориентировать;True
обоим;оба;True
пришлась;прийтись;True
вкусу;вкус;True
шли;идти;True
говорящими;говорящий;True
головами;голова;True
комиссиях;комиссия;True
коллегиях;коллегия;True
подписывать;подписать;True
продержали;продержать;True
отправили;отправить;True
аппаратно;аппаратный;True
клановой;клановый;True
драки;драка;True
претензии;претензия;True
новички;новичок;True
премьеры;премьер;True
занимающий;занять;True
высокую;высокий;True
проработает;проработать;True
успел;успеть;True
рукава;рукав;True
перебрасывают;перебросить;True
аномально;аномальный;True
неэффективно;неэффективный;True
оброс;обрасти;True
мхом;мох;True
проработавший;проработать;True
наблюдением;наблюдение;True
устроен;устроить;True
алгоритма;алгоритм;True
постановки;постановка;True
способов;способ;True
долгожители;долгожитель;True
приведу;привести;True
руководит;руководить;True
канцелярией;канцелярия;True
отправлен;отправить;True
мангыстауской;мангыстауский;True
установив;установить;True
задержавшись;задержать;True
апофеозом;апофеоз;True
удержаться;удержать;True
уложилось;уложить;True
календарных;календарный;True
годами;год;True
качелей;качели;True
трети;треть;True
двигаются;двигать;True
параллельным;параллельный;True
работая;работать;True
возвращаясь;возвратить;True
похожей;похожий;True
кочуют;кочевать;True
занимая;занять;True
бросают;бросить;True
проблемные;проблемный;True
передвигают;передвинуть;True
горизонтали;горизонталь;True
обрастали;обрасти;True
балластом;балласт;True
временного;временный;True
связывать;связать;True
лимиты;лимит;True
принимающие;принять;True
посчитают;посчитать;True
ущемлением;ущемление;True
захочется;захотеть;True
назначались;назначить;True
контракту;контракт;True
истекали;истечь;True
начиналась;начать;True
везли;везти;True
портфели;портфель;True
конверты;конверт;True
думая;думать;True
сократил;сократить;True
контракта;контракт;True
желающий;желать;True
вожделенное;вожделенный;True
отмечаться;отметить;True
происходили;произойти;True
намекаете;намекнуть;True
назначений;назначение;True
маневра;манёвр;True
должностями;должность;True
конкурсные;конкурсный;True
создавались;создать;True
имелась;иметь;True
вакантные;вакантный;True
обходные;обходной;True
скандального;скандальный;True
тендеров;тендер;True
табуирована;табуировать;True
расценки;расценка;True
устроиться;устроить;True
директором;директор;True
тендеры;тендер;True
заказы;заказ;True
подряды;подряд;True
исходных;исходный;True
хлебными;хлебный;True
адвокаты;адвокат;True
выложили;выложить;True
оставляю;оставить;True
рамками;рамка;True
публичное;публичный;True
фигуранты;фигурант;True
инвестирования;инвестирование;True
благородными;благородный;True
капусту;капуста;True
изучая;изучить;True
биографии;биография;True
таможенников;таможенник;True
хоргосской;хоргосский;True
таможне;таможня;True
задержался;задержать;True
становились;стать;True
фигурантами;фигурант;True
иллюстрирует;иллюстрировать;True
отметился;отметить;True
снял;снять;True
административную;административный;True
ренту;рента;True
оговорюсь;оговорить;True
ренты;рента;True
сказывается;сказаться;True
схем;схема;True
аэрокосмической;аэрокосмический;True
ведомствах;ведомство;True
аресты;арест;True
арестован;арестовать;True
перераспределяются;перераспределить;True
указа;указ;True
коррупционная;коррупционный;True
печальной;печальный;True
традицией;традиция;True
сроками;срок;True
командные;командный;True
практикой;практика;True
тащат;тащить;True
вводили;ввести;True
прописанные;прописать;True
сдерживания;сдерживание;True
тащили;тащить;True
привез;привезти;True
замечу;заметить;True
заместители;заместитель;True
логике;логика;True
частоту;частота;True
практиковаться;практиковать;True
заявленные;заявить;True
подводя;подвести;True
черту;черта;True
законодательному;законодательный;True
закреплению;закрепление;True
препятствуют;препятствовать;True
расставлять;расставить;True
маневров;манёвр;True
декларировал;декларировать;True
снимут;снять;True
назначат;назначить;True
носят;носить;True
движимы;двигать;True
регионами;регион;True
принятое;принять;True
укрупнении;укрупнение;True
ошибочным;ошибочный;True
старым;старый;True
территориальным;территориальный;True
делением;деление;True
сократилось;сократить;True
осталась;остаться;True
финансовом;финансовый;True
городами;город;True
жезказганом;жезказган;True
семеем;семей;True
аркалыком;аркалык;True
улучшилась;улучшить;True
бюджетников;бюджетник;True
выплаты;выплата;True
переберутся;перебраться;True
завязано;завязать;True
мощнейший;мощный;True
переориентации;переориентация;True
идеале;идеал;True
управляющая;управлять;True
охватывать;охватить;True
гигантские;гигантский;True
районы;район;True
карагандинскую;карагандинский;True
сосредотачивается;сосредоточить;True
отраслевое;отраслевой;True
земледелия;земледелие;True
черной;чёрный;True
угольной;угольный;True
бокситов;боксит;True
скотоводства;скотоводство;True
зерноводства;зерноводство;True
медной;медный;True
непонятного;непонятный;True
забвении;забвение;True
самоуправлением;самоуправление;True
рассмотрим;рассмотреть;True
разделен;разделить;True
участков;участок;True
непропорциональное;непропорциональный;True
копнем;копнуть;True
глубже;глубоко;True
взятых;взять;True
остальная;остальной;True
профильные;профильный;True
подчиняющиеся;подчинить;True
городскому;городской;True
самостоятельности;самостоятельность;True
местная;местный;True
предприняли;предпринять;True
восстановил;восстановить;True
аральскую;аральский;True
актюбинского;актюбинский;True
кызылординского;кызылординский;True
привязаны;привязать;True
морю;море;True
завязаны;завязать;True
рыболовстве;рыболовство;True
поливном;поливной;True
земледелии;земледелие;True
развивался;развить;True
маленькую;маленький;True
складывалась;сложить;True
десятилетий;десятилетие;True
субъективными;субъективный;True
представлениями;представление;True
качествах;качество;True
профпригодности;профпригодность;True
нынешняя;нынешний;True
моментами;момент;True
слабая;слабый;True
лишает;лишить;True
оторваны;оторвать;True
меняющий;менять;True
рекрутирования;рекрутирование;True
проведут;провести;True
адекватным;адекватный;True
административном;административный;True
делении;деление;True
точечными;точечный;True
восстановлением;восстановление;True
подчинения;подчинение;True
эффективная;эффективный;True
улучшает;улучшить;True
единиц;единица;True
появлению;появление;True
перераспределения;перераспределение;True
депрессивных;депрессивный;True
сокращению;сокращение;True
оправданным;оправдать;True
существовавших;существовать;True
необходимая;необходимый;True
выполнения;выполнение;True
участницу;участница;True
митинга;митинг;True
обвинили;обвинить;True
экстремистской;экстремистский;True
женщину;женщина;True
митинге;митинг;True
обвинила;обвинить;True
бакизы;бакиза;True
халеловой;халелов;True
обыскивают;обыскать;True
телефонном;телефонный;True
ун;уна;True
успела;успеть;True
халелова;халелов;True
бакизу;бакиза;True
халелову;халелов;True
есильского;есильский;True
признана;признать;True
запрещена;запретить;True
предусмотрен;предусмотреть;True
летняя;летний;True
заключённых;заключённый;True
пенсионерку;пенсионерка;True
майю;майя;True
лукьянову;лукьянов;True
задержали;задержать;True
оштрафовал;оштрафовать;True
мельникова;мельников;True
лексику;лексика;True
словоформы;словоформа;True
обрадовался;обрадовать;True
добрососедских;добрососедский;True
церемонии;церемония;True
награждения;награждение;True
орденом;орден;True
сергия;сергий;True
радонежского;радонежский;True
развивались;развить;True
отношениями;отношение;True
тревожное;тревожный;True
придерживались;придержаться;True
интеграцией;интеграция;True
вечна;вечный;True
вручен;вручить;True
православной;православный;True
церковью;церковь;True
летием;летие;True
встречаете;встретить;True
душевной;душевный;True
телесной;телесный;True
выдающимся;выдающийся;True
деятелем;деятель;True
всея;весь;True
руси;русь;True
двусторонняя;двусторонний;True
касенова;касенов;True
теги;тег;True
ссылки;ссылка;True
наградили;наградить;True
рубрики;рубрика;True
присвоил;присвоить;True
зампредам;зампред;True
стражу;стража;True
зале;зал;True
прокуроры;прокурор;True
поступления;поступление;True
туристические;туристический;True
экскурсии;экскурсия;True
сигвеях;сигвей;True
комментарии;комментарий;True
смотря;смотреть;True
желчи;желчь;True
некоторыми;некоторый;True
добрые;добрый;True
потомков;потомок;True
задолбали;задолбать;True
переобувайся;переобуть;True
щас;сейчас;True
написаное;написать;True
моих;мой;True
предков;предок;True
родственей;родственный;True
какая то;какой-то;True
кю;кюа;True
мечтал;мечтать;True
ордене;орден;True
оттягивания;оттягивание;True
лацкана;лацкан;True
пиджака;пиджак;True
хе хе;хе;True
всякие;всякий;True
воровские;воровской;True
коррумпированные;коррумпированный;True
идрисов;идрис;True
переехааший;переехать;True
можешь;мочь;True
либералы;либерал;True
кудахтали;кудахтать;True
ладят;ладить;True
номозова;номозов;True
конфессии;конфессия;True
запомните;запомнить;True
авторизуйтесь;авторизовать;True
подтвердите;подтвердить;True
телефона;телефон;True
инструкцией;инструкция;True
призываем;призвать;True
трезвому;трезвый;True
взвешенному;взвешенный;True
комментированию;комментирование;True
воздержитесь;воздержать;True
ненормативной;ненормативный;True
лексики;лексика;True
оскорблений;оскорбление;True
рекламного;рекламный;True
характеров;характер;True
противозаконные;противозаконный;True
агрессии;агрессия;True
призывов;призыв;True
межнациональной;межнациональный;True
вражде;вражда;True
экстремизму;экстремизм;True
оставляем;оставить;True
удалять;удалить;True
объяснения;объяснение;True
комментирования;комментирование;True
сауной;сауна;True
шлют;слать;True
фотографии;фотография;True
воры;вор;True
секунд;секунда;True
украли;украсть;True
коробки;коробка;True
вакансии;вакансия;True
пресс-релизы;пресс-релиз;True
ограничениях;ограничение;True
одноклассники;одноклассник;True
too;тоо;True
преподобного;преподобный;True
награждаются;наградить;True
иерархи;иерарх;True
клирики;клирик;True
церкви;церковь;True
плодотворные;плодотворный;True
труды;труд;True
храме;храм;True
христа;христос;True
спасителя;спаситель;True
патриархом;патриарх;True
московским;московский;True
кириллом;кирилл;True
религиями;религия;True
столпа;столп;True
духовности;духовность;True
конфликты;конфликт;True
почве;почва;True
островком;островок;True
съезды;съезд;True
назарбав;назарбаев;True
воспринимает;воспринять;True
представленных;представить;True
принадлежащих;принадлежать;True
этносам;этнос;True
религиям;религия;True
саммитов;саммит;True
постеру;постер;True
чапаева;чапаев;True
постера;постер;True
снимка;снимок;True
удивлением;удивление;True
обнаружил;обнаружить;True
изображен;изобразить;True
пика;пик;True
разместил;разместить;True
стоке;сток;True
кадра;кадр;True
центов;цент;True
продана;продать;True
использовали;использовать;True
фильму;фильм;True
хребта;хребет;True
левой;левый;True
зырянова;зырянов;True
удовольствием;удовольствие;True
посмотрел;посмотреть;True
анатолия;анатолий;True
букреева;букреев;True
разыгравшейся;разыграть;True
склонах;склон;True
эвереста;эверест;True
событиях;событие;True
горы;гора;True
взошли;взойти;True
вершину;вершина;True
обратном;обратный;True
клиенты;клиент;True
кислородной;кислородный;True
спускал;спустить;True
бездыханных;бездыханный;True
палатки;палатка;True
спас;спасти;True
сумел;суметь;True
прокате;прокат;True
проката;прокат;True
составила;составить;True
долгом;долг;True
убытками;убыток;True
громкая;громкий;True
озвучена;озвучить;True
отчетно;отчётный;True
перевыборном;перевыборный;True
собрании;собрание;True
присутствовал;присутствовать;True
отчета;отчёт;True
предъявил;предъявить;True
возглавляете;возглавить;True
ревизионную;ревизионный;True
финансистов;финансист;True
начинали;начать;True
убытка;убыток;True
разбирались;разобрать;True
убытков;убыток;True
платы;плата;True
составляла;составить;True
плюсуем;плюсовать;True
футболистов;футболист;True
командировочные;командировочный;True
сагата;сагат;True
упрекнули;упрекнуть;True
приглашении;приглашение;True
дорогостоящих;дорогостоящий;True
легионеров;легионер;True
ежемесячная;ежемесячный;True
приглашенных;пригласить;True
достигала;достичь;True
собрания;собрание;True
переизбран;переизбрать;True
расхлебывать;расхлебать;True
долги;долг;True
соратникам;соратник;True
трудоустроились;трудоустроить;True
стажировку;стажировка;True
устройством;устройство;True
выпускниками;выпускник;True
абдаллы;абдалла;True
сингапура;сингапур;True
лондона;лондон;True
лондонская;лондонский;True
наибольшей;большой;True
магистерские;магистерский;True
трудоустройстве;трудоустройство;True
добывающая;добывающий;True
пользовались;пользоваться;True
филиалы;филиал;True
пояснила;пояснить;True
студенческим;студенческий;True
даирова;даирово;True
выпускникам;выпускник;True
ориентирования;ориентирование;True
ориентации;ориентация;True
работающими;работать;True
возможностях;возможность;True
трудоустройства;трудоустройство;True
ярмарок;ярмарка;True
самостоятельному;самостоятельный;True
ориентированию;ориентирование;True
добавили;добавить;True
открывших;открыть;True
муратова;муратов;True
училась;учить;True
инженера;инженер;True
электрика;электрик;True
тенгизшевройл;тенгизшевройло;True
инженером;инженер;True
проектировщиком;проектировщик;True
электрике;электрика;True
измерительным;измерительный;True
приборам;прибор;True
закончили;закончить;True
приезжала;приехать;True
ярмарку;ярмарка;True
одногруппником;одногруппник;True
магистратуре;магистратура;True
добавила;добавить;True
химическая;химический;True
выпускного;выпускной;True
названий;название;True
осознается;осознать;True
советские;советский;True
малая;малый;True
химической;химический;True
возросло;возрасти;True
обладателями;обладатель;True
наивысшие;наивысший;True
покрывающего;покрыть;True
студента;студент;True
магистрантов;магистрант;True
докторантов;докторант;True
поимку;поимка;True
вора;вор;True
обуви;обувь;True
мечети;мечеть;True
денежное;денежный;True
видеоролика;видеоролик;True
обувного;обувной;True
богослужения;богослужение;True
кощунством;кощунство;True
каждую;каждый;True
прихожу;прийти;True
недоумении;недоумение;True
чужая;чужой;True
съездили;съездить;True
привезли;привезти;True
сменную;сменный;True
записи;запись;True
откликов;отклик;True
похож;похожий;True
однокурсника;однокурсник;True
отрабатывается;отработать;True
полицией;полиция;True
преступника;преступник;True
кожаных;кожаный;True
зафиксировала;зафиксировать;True
кражу;кража;True
отчетливо;отчётливо;True
заходит;зайти;True
разувается;разуть;True
сапоги;сапог;True
разговаривает;разговаривать;True
выбирая;выбрать;True
обувает;обуть;True
ботинки;ботинок;True
оставив;оставить;True
давки;давка;True
гипермаркета;гипермаркет;True
пострадали;пострадать;True
гипермаркете;гипермаркет;True
собралось;собрать;True
горожан;горожанин;True
торжественного;торжественный;True
открытия;открытие;True
магазина;магазин;True
толпой;толпа;True
хлынули;хлынуть;True
помещения;помещение;True
тампишева;тампишев;True
находившаяся;находиться;True
скорой;скорый;True
дежурившей;дежурить;True
очевидцем;очевидец;True
спасения;спасение;True
ног;нога;True
обезумевшей;обезуметь;True
толпы;толпа;True
дежурившему;дежурить;True
полицейскому;полицейский;True
подполковнику;подполковник;True
телом;тело;True
мальчишку;мальчишка;True
вытащил;вытащить;True
осмотре;осмотр;True
переломов;перелом;True
обработали;обработать;True
рану;рана;True
колена;колено;True
обратившихся;обратить;True
фельдшерам;фельдшер;True
пожилая;пожилой;True
перенесшая;перенести;True
фотографиях;фотография;True
запечатлено;запечатлеть;True
супермаркетом;супермаркет;True
младенцами;младенец;True
очевидцев;очевидец;True
парализовало;парализовать;True
пессимизма;пессимизм;True
заверил;заверить;True
кулуарах;кулуары;True
ценообразовании;ценообразование;True
регулируем;регулировать;True
давали;дать;True
даете;дать;True
образуется;образовать;True
стоил;стоить;True
упала;упасть;True
спрашивают;спросить;True
спрашиваю;спросить;True
спрашиваете;спросить;True
прозрачны;прозрачный;True
улыбкой;улыбка;True
поздравил;поздравить;True
наступающими;наступить;True
праздниками;праздник;True
пугаться;пугать;True
прожили;прожить;True
тяжелые;тяжёлый;True
бабушки;бабушка;True
популярной;популярный;True
опустилась;опустить;True
подробнее;подробно;True
н￼аличии;наличие;True
гиперссылки;гиперссылка;True
авиакомпании;авиакомпания;True
освободил;освободить;True
корпоративным;корпоративный;True
коммуникациям;коммуникация;True
выполнял;выполнить;True
посадки;посадка;True
воздушного;воздушный;True
судна;судно;True
указанию;указание;True
диспетчера;диспетчер;True
лайнером;лайнер;True
совершал;совершить;True
посадку;посадка;True
приземлился;приземлить;True
совершил;совершить;True
спокойным;спокойный;True
голосом;голос;True
объявил;объявить;True
корабля;корабль;True
высоты;высота;True
сели;сесть;True
столичном;столичный;True
пилотам;пилот;True
аплодировал;аплодировать;True
диспетчеры;диспетчер;True
написала;написать;True
абдрашитова;абдрашитов;True
штатная;штатный;True
установленным;установить;True
правилам;правило;True
стандартная;стандартный;True
следовал;следовать;True
запланированной;запланировать;True
диспетчером;диспетчер;True
рулежной;рулёжный;True
дорожке;дорожка;True
экипажу;экипаж;True
следовавшему;следовать;True
диспетчеров;диспетчер;True
прописано;прописать;True
наступающим;наступить;True
торжественном;торжественный;True
дню;день;True
театре;театр;True
всемирную;всемирный;True
торговую;торговый;True
экспортеров;экспортёр;True
грамотной;грамотный;True
креативной;креативный;True
подготовленных;подготовить;True
полет;полёт;True
околоземную;околоземной;True
приступили;приступить;True
летия;летие;True
празднованию;празднование;True
юбилея;юбилей;True
обозначены;обозначить;True
зрелой;зрелый;True
настоящем;настоящее;True
хронологией;хронология;True
побед;победа;True
кризисы;кризис;True
приобретает;приобрести;True
стабильная;стабильный;True
стабильное;стабильный;True
сходить;сойти;True
поисках;поиск;True
унесли;унести;True
голодают;голодать;True
гибнут;гибнуть;True
созидаем;созидать;True
стабильную;стабильный;True
динамичную;динамичный;True
совершили;совершить;True
преображенной;преобразить;True
великое;великий;True
величайшая;великий;True
всякого;всякий;True
достоинству;достоинство;True
оценят;оценить;True
грандиозными;грандиозный;True
свершениями;свершение;True
мудрости;мудрость;True
выверенных;выверить;True
несгибаемой;несгибаемый;True
стойкости;стойкость;True
трудностями;трудность;True
встречать;встретить;True
процветания;процветание;True
уважаемые;уважать;True
соотечественники;соотечественник;True
муфтию;муфтий;True
приписали;приписать;True
мессенджере;мессенджер;True
строящийся;строить;True
микрорайоне;микрорайон;True
ержану;ержан;True
маямерову;маямеров;True
занимавшему;занять;True
муфтия;муфтий;True
снято;снять;True
окон;окно;True
проезжающего;проехать;True
строящегося;строить;True
особняка;особняк;True
поражающего;поразить;True
масштабами;масштаб;True
кадром;кадр;True
горном;горный;True
гиганте;гигант;True
хочешь;хотеть;True
живи;жить;True
духовном;духовный;True
верховному;верховный;True
известному;известный;True
предпринимателю;предприниматель;True
бахаридину;бахаридин;True
аблазимову;аблазимов;True
уверяет;уверить;True
строки;строка;True
корана;коран;True
предостерегают;предостеречь;True
лжи;ложь;True
распространители;распространитель;True
служителей;служитель;True
культа;культ;True
душевные;душевный;True
маямерова;маямеров;True
пережило;пережить;True
подчеркивал;подчеркнуть;True
двуличные;двуличный;True
лжецы;лжец;True
света;свет;True
торжествовала;торжествовать;True
откроется;открыть;True
низвергнуты;низвергнуть;True
опозорены;опозорить;True
поддержит;поддержать;True
предостерегает;предостеречь;True
покушается;покуситься;True
несущих;нести;True
достоверности;достоверность;True
благословит;благословить;True
резюмировал;резюмировать;True
зачищают;зачистить;True
волонтеры;волонтёр;True
бездомные;бездомный;True
обустроили;обустроить;True
неравнодушные;неравнодушный;True
горячими;горячий;True
обедами;обед;True
бездомных;бездомный;True
бродяг;бродяга;True
называемая;назвать;True
бомжей;бомж;True
объясняют;объяснить;True
проводимым;провести;True
корреспондента;корреспондент;True
единомышленников;единомышленник;True
отправились;отправить;True
традиционной;традиционный;True
обедом;обед;True
сбора;сбор;True
намеченный;наметить;True
внешнему;внешний;True
сославшись;сослаться;True
профилактическое;профилактический;True
бездомного;бездомный;True
сопроводили;сопроводить;True
бродягу;бродяга;True
определенного;определённый;True
жительства;жительство;True
туберкулез;туберкулёз;True
единомышленниками;единомышленник;True
бродягам;бродяга;True
связываются;связать;True
родственниками;родственник;True
отправляют;отправить;True
приехав;приехать;True
мужчину;мужчина;True
атбасара;атбасар;True
уточняем;уточнить;True
кормили;кормить;True
автобусе;автобус;True
побоялись;побояться;True
карсыбекова;карсыбеков;True
частным;частный;True
благотворительным;благотворительный;True
трогает;тронуть;True
кушают;кушать;True
свидетельств;свидетельство;True
вывозят;вывезти;True
оставляют;оставить;True
волонтеров;волонтёр;True
пересказывают;пересказать;True
увозят;увезти;True
доходит;дойти;True
умирают;умереть;True
замерзать;замёрзнуть;True
опровергают;опровергнуть;True
месту;место;True
централизованном;централизовать;True
вывозе;вывоз;True
медиками;медик;True
проверяют;проверить;True
централизованный;централизовать;True
профилактическом;профилактический;True
мероприятии;мероприятие;True
задействован;задействовать;True
рейдах;рейд;True
противотуберкулезного;противотуберкулёзный;True
диспансера;диспансер;True
работниками;работник;True
комплексные;комплексный;True
рейды;рейд;True
скопления;скопление;True
проверяются;проверить;True
подвальные;подвальный;True
канализационные;канализационный;True
люки;люк;True
привокзальная;привокзальный;True
затрудняющихся;затруднить;True
доставляют;доставить;True
приемник;приёмник;True
оперативниками;оперативник;True
базам;база;True
причастности;причастность;True
правонарушениям;правонарушение;True
преступлениям;преступление;True
доставленных;доставить;True
дактилоскопируется;дактилоскопировать;True
профилактические;профилактический;True
допущении;допущение;True
противоправного;противоправный;True
доставляются;доставить;True
содержаться;содержать;True
добровольной;добровольный;True
медицинская;медицинский;True
юридическая;юридический;True
документировании;документирование;True
документами;документ;True
выявленные;выявить;True
передвижного;передвижной;True
признаков;признак;True
госпитализируются;госпитализировать;True
медучреждения;медучреждение;True
криминала;криминал;True
отработок;отработка;True
хранению;хранение;True
резким;резкий;True
понижением;понижение;True
актуальны;актуальный;True
имеющим;иметь;True
обогрева;обогрев;True
продлится;продлить;True
привычном;привычный;True
ночлега;ночлег;True
малообеспеченным;малообеспеченный;True
найдя;найти;True
одиночке;одиночка;True
лиле;лила;True
кругловой;круглов;True
воспитывает;воспитать;True
семерых;семеро;True
кима;ким;True
волонтерам;волонтёр;True
постояльцах;постоялец;True
выставляет;выставить;True
передвижные;передвижной;True
горячего;горячий;True
штрафы;штраф;True
рекламу;реклама;True
каналах;канал;True
рекламы;реклама;True
мораторию;мораторий;True
выпускать;выпустить;True
контролирующий;контролировать;True
пояснил;пояснить;True
